id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
APL-E039,apple,Visual Look Up,Visual Look Up,iOS 26 文档；传统 Visual Look Up,支持 Visual Look Up 的 iPhone；不要求 Apple Intelligence；此文档未列最低硬件。,Visual Look Up 支持地区/语种,地区/机型限定,原生应用 AI,Photos／Safari／Quick Look,全屏打开图片或暂停视频 → 查看 Info 是否带星标,触控,Photos／Safari／Quick Look,混合方式,混合方式 | 整屏隐式指代 | 自动对象识别 | 点击对象,图像物体识别,图像物体识别,随设备、地区、语言和应用版本变化,SRC-084,A,全屏打开图片或暂停视频 | 查看 Info 是否带星标 | 点击带星标 Info 并选择 Look Up | 查看识别结果,A2-01 | AE20-01,LOCAL_VIDEO_FRAMES,LOCAL_MP4,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F05,实况文本与视觉查询,87,https://support.apple.com/en-gb/guide/iphone/iph21c29a1cf/26/ios/26 | https://www.youtube.com/watch?v=mxGkDs7iCmI
APL-E040,apple,长按照片主体提取,系统主体分离,iOS 26 文档；传统主体提取,支持主体提取的 iPhone；不要求 Apple Intelligence；未在本轮核最低机型。,按主体提取功能支持范围,地区/机型限定,分享／拖拽,Photos／Safari 图像,全屏打开图片或暂停视频 → 长按主体直到出现轮廓,触控/按键 | 手势,Photos／Safari 图像,点击对象,点击对象 | 拖拽投喂 | 自动对象识别,主体分离 | 分享,主体分离；分享,随设备、地区、语言和应用版本变化,APL-QA-S008,A,全屏打开图片或暂停视频 | 长按主体直到出现轮廓 | 点击 Copy Subject 或 Share | 在目标应用粘贴或选择分享去向,AUDIMG-014,有界面/功能示意（见媒体边界）,VIDEO_GAP,原 SRC-084 只把主体提取作为关联链接；已补专项操作来源。,,,,,APL-F06,长按提取照片主体,86,https://support.apple.com/guide/iphone/lift-a-subject-from-the-photo-background-iphfe4809658/26/ios/26
APL-E010,apple,选中文本菜单 Writing Tools,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,键盘与选中文本菜单,系统文本选择菜单,选择待处理文字 → 点击 Writing Tools,触控,系统文本选择菜单,文本选择,文本选择,文本改写 | 校对 | 摘要,文本改写；校对；摘要,随设备、地区、语言和应用版本变化,APL-QA-S016 | APL-QA-S014,A,选择待处理文字 | 点击 Writing Tools | 选择 Rewrite 或其他处理 | 查看结果并选择保留、复制或撤回,MED-I007,有界面/功能示意（见媒体边界）,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F07,Writing Tools,88,https://support.apple.com/guide/iphone/find-the-right-words-with-writing-tools-iph6f08da1d2/26/ios/26 | https://support.apple.com/en-us/121115
APL-E011,apple,键盘 Writing Tools 按钮,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,键盘与选中文本菜单,系统键盘,在文本框内输入文字 → 点击键盘右上角 Writing Tools,触控,系统键盘,混合方式,混合方式 | 文本选择 | 整屏隐式指代,校对 | 文本改写,校对；文本改写,随设备、地区、语言和应用版本变化,APL-QA-S016 | APL-QA-S014,A,在文本框内输入文字 | 点击键盘右上角 Writing Tools | 选择 Proofread | 逐项查看修改并决定保留,MED-I007,有界面/功能示意（见媒体边界）,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F07,Writing Tools,88,https://support.apple.com/guide/iphone/find-the-right-words-with-writing-tools-iph6f08da1d2/26/ios/26 | https://support.apple.com/en-us/121115
APL-E016,apple,Mail 邮件及邮件串摘要,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Mail 列表和邮件详情,打开 Mail 收件箱 → 点击邮件,触控,Mail 列表和邮件详情,整屏隐式指代,整屏隐式指代 | 主动上下文,邮件摘要,邮件摘要,随设备、地区、语言和应用版本变化,APL-QA-S003 | APL-QA-S014,A,打开 Mail 收件箱 | 点击邮件 | 点击 Summarize | 查看顶部摘要并回看原文,AUDIMG-001 | AM39-01,有界面/功能示意（见媒体边界）,LOCAL_CLIP,旧条混合 Priority、Summary 和 Smart Reply；此条仅保留摘要，回复用 APL-E031，Priority 新增。,,,,,APL-F08,邮件摘要与智能回复,89,https://support.apple.com/guide/iphone/use-apple-intelligence-in-mail-iph9ae667055/26/ios/26 | https://support.apple.com/en-us/121115 | https://www.youtube.com/watch?v=UslnMhBLHGA
APL-E031,apple,Mail Smart Reply,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Mail compose keyboard,打开 Mail 邮件 → 点击回复按钮并选择 Reply,触控,Mail compose keyboard,主动上下文,主动上下文 | 对话指代,建议回复,建议回复,随设备、地区、语言和应用版本变化,APL-QA-S003 | APL-QA-S014,A,打开 Mail 邮件 | 点击回复按钮并选择 Reply | 点击键盘建议回复 | 核对草稿并点击发送,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F08,邮件摘要与智能回复,89,https://support.apple.com/guide/iphone/use-apple-intelligence-in-mail-iph9ae667055/26/ios/26 | https://support.apple.com/en-us/121115
APL-E048,apple,Mail 优先邮件,Apple Intelligence,iOS26固定版文档,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Mail 收件箱更多菜单,打开 Mail 收件箱 → 点击更多并打开 Show Priority,触控,Mail 收件箱更多菜单,混合方式,混合方式,优先邮件呈现,优先邮件呈现,优先项在Primary类别或列表视图中显示；并非每封信必有优先标签。,APL-QA-S003 | APL-QA-S014,A,打开 Mail 收件箱 | 点击更多并打开 Show Priority | 在优先区域打开邮件核对完整内容,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,APL-F08,邮件摘要与智能回复,89,https://support.apple.com/guide/iphone/use-apple-intelligence-in-mail-iph9ae667055/26/ios/26 | https://support.apple.com/en-us/121115
APL-E019,apple,Safari 网页摘要,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Safari 页面菜单／Reader,打开 Safari 网页 → 点击页面菜单,触控,Safari 页面菜单／Reader,整屏隐式指代,整屏隐式指代,网页摘要,网页摘要,随设备、地区、语言和应用版本变化,APL-QA-S007 | APL-QA-S014,A,打开 Safari 网页 | 点击页面菜单 | 点击 Summarize | 查看摘要并回到网页核对,AS40-01 | AS40-02,SOURCE_FRAMES_AVAILABLE,LOCAL_CLIP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F09,Safari网页摘要,90,https://support.apple.com/guide/iphone/use-apple-intelligence-in-safari-iph60293c790/26/ios/26 | https://support.apple.com/en-us/121115 | https://www.youtube.com/watch?v=qcYwLqSllDE
APL-E017,apple,Notes 录音摘要,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Notes 录音,打开含录音的 Notes 笔记 → 点击录音,触控,Notes 录音,自动对象识别,自动对象识别,录音转写摘要,录音转写摘要,当前可用性表列英、法、德、日、韩、葡(巴西)、西、繁体中文；不能由系统简体中文支持推断摘要也支持。,APL-QA-S005 | APL-QA-S014,A,打开含录音的 Notes 笔记 | 点击录音 | 点击 Summary | 查看后按需复制摘要,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F10,Notes录音摘要,88,https://support.apple.com/guide/iphone/use-apple-intelligence-in-notes-iph59143007d/26/ios/26 | https://support.apple.com/en-us/121115
APL-E022,apple,通知摘要与优先通知,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,通知／卡片／主动建议,锁屏／通知中心,打开通知中心或锁屏通知 → 阅读摘要或优先通知,系统主动,锁屏／通知中心,主动上下文,主动上下文,通知摘要 | 通知排序,通知摘要；通知排序,随设备、地区、语言和应用版本变化,APL-QA-S011 | APL-QA-S014,A,打开通知中心或锁屏通知 | 阅读摘要或优先通知 | 展开相关通知核对完整内容 | 点击进入对应应用,AUDIMG-021,有界面/功能示意（见媒体边界）,VIDEO_GAP,不等同 Scheduled Summary 定时汇总；A11 为专项 Apple Intelligence 文档。,,,,,APL-F11,通知摘要与专注模式,91,https://support.apple.com/guide/iphone/summarize-notifications-reduce-interruptions-iph1fbe7d2b9/26/ios/26 | https://support.apple.com/en-us/121115
APL-E030,apple,Reduce Interruptions Focus,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,通知／卡片／主动建议,Focus／通知,打开控制中心 → 点击 Focus,系统主动,Focus／通知,主动上下文,主动上下文 | 自动对象识别,通知干扰管理,通知干扰管理,分类可能误判，可逐项覆盖,APL-QA-S011 | APL-QA-S014,A,打开控制中心 | 点击 Focus | 选择 Reduce Interruptions | 查看允许通过的通知,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,截至2026-09-08读取官方正文，修订范围及动作；不以官方域名代替逐项证据。,,,,,APL-F11,通知摘要与专注模式,91,https://support.apple.com/guide/iphone/summarize-notifications-reduce-interruptions-iph1fbe7d2b9/26/ios/26 | https://support.apple.com/en-us/121115
APL-E032,apple,Messages 未读对话摘要,Siri / Apple Intelligence,iOS 26 文档（并非所有功能始于 iOS 26）,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Messages会话列表,打开 Messages 会话列表 → 阅读会话下方未读摘要,触控,Messages会话列表,主动上下文,主动上下文 | 对话指代,对话摘要,对话摘要,随设备、地区、语言和应用版本变化,APL-QA-S004 | APL-QA-S014,A,打开 Messages 会话列表 | 阅读会话下方未读摘要 | 点击会话核对完整消息,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,Smart Reply 与建议投票拆出独立项目，防止不同触发混计。,,,,,APL-F12,Messages摘要/回复/投票,91,https://support.apple.com/guide/iphone/use-apple-intelligence-in-messages-iph64709c5c3/26/ios/26 | https://support.apple.com/en-us/121115
APL-E047,apple,Messages 键盘 Smart Reply,Apple Intelligence,iOS26固定版文档,iPhone 15 Pro/Pro Max、iPhone 16 系列及后续兼容机型；须开启 Apple Intelligence。具体大模型版本未由入口文档公开。,Apple Intelligence 支持地区/语言；大陆购机当前不可用；境外购机若人在中国大陆且 Apple Account 地区也为大陆，当前不可用。,地区/机型限定,原生应用 AI,Messages 对话输入框,打开要回复的对话 → 点击输入框显示键盘,触控,Messages 对话输入框,混合方式,混合方式,消息回复建议,消息回复建议,依来源所列语言/市场/机型开放；未真机复现。,APL-QA-S004 | APL-QA-S014,A,打开要回复的对话 | 点击输入框显示键盘 | 点击建议回复 | 核对草稿并点击发送,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,补遗漏或拆开不同入口；仅按列出的官方证据确认流程。,,,,,APL-F12,Messages摘要/回复/投票,91,https://support.apple.com/guide/iphone/use-apple-intelligence-in-messages-iph64709c5c3/26/ios/26 | https://support.apple.com/en-us/121115
